run,impl,threads,size,mix,mean_ops_per_sec
4,vcas-tree,24,1024,write_snap_long,5653088
4,vcas-tree,24,16384,read_heavy,54850082
4,vcas-tree,24,16384,read_snap_short,22745843
4,vcas-tree,24,16384,write_heavy,33244109
4,vcas-tree,24,16384,write_snap_long,264250
4,vcas-tree,32,1024,read_heavy,123503940
4,vcas-tree,32,1024,read_snap_short,36692113
4,vcas-tree,32,1024,write_heavy,43959496
4,vcas-tree,32,1024,write_snap_long,6790377
4,vcas-tree,32,16384,read_heavy,72801942
4,vcas-tree,32,16384,read_snap_short,28148932
4,vcas-tree,32,16384,write_heavy,42155886
4,vcas-tree,32,16384,write_snap_long,319324
4,vcas-tree,48,1024,read_heavy,159676127
4,vcas-tree,48,1024,read_snap_short,45367392
4,vcas-tree,48,1024,write_heavy,58715360
4,vcas-tree,48,1024,write_snap_long,8755745
4,vcas-tree,48,16384,read_heavy,109715579
4,vcas-tree,48,16384,read_snap_short,31203653
4,vcas-tree,48,16384,write_heavy,60255201
4,vcas-tree,48,16384,write_snap_long,428160
4,vcas-tree,64,1024,read_heavy,180006699
4,vcas-tree,64,1024,read_snap_short,32142023
4,vcas-tree,64,1024,write_heavy,54041362
4,vcas-tree,64,1024,write_snap_long,9712175
4,vcas-tree,64,16384,read_heavy,131918093
4,vcas-tree,64,16384,read_snap_short,31880492
4,vcas-tree,64,16384,write_heavy,63017712
4,vcas-tree,64,16384,write_snap_long,576735
5,mvrlu-tree,1,1024,read_heavy,7192087
5,mvrlu-tree,1,1024,read_snap_short,3571189
5,mvrlu-tree,1,1024,write_heavy,5587131
5,mvrlu-tree,1,1024,write_snap_long,703466
5,mvrlu-tree,1,16384,read_heavy,2622695
5,mvrlu-tree,1,16384,read_snap_short,1230953
5,mvrlu-tree,1,16384,write_heavy,2328966
5,mvrlu-tree,1,16384,write_snap_long,11962
5,mvrlu-tree,2,1024,read_heavy,11092159
5,mvrlu-tree,2,1024,read_snap_short,5643756
5,mvrlu-tree,2,1024,write_heavy,5424198
5,mvrlu-tree,2,1024,write_snap_long,1111514
5,mvrlu-tree,2,16384,read_heavy,5110367
5,mvrlu-tree,2,16384,read_snap_short,2353961
5,mvrlu-tree,2,16384,write_heavy,4087387
5,mvrlu-tree,2,16384,write_snap_long,22368
5,mvrlu-tree,4,1024,read_heavy,21035750
5,mvrlu-tree,4,1024,read_snap_short,10363893
5,mvrlu-tree,4,1024,write_heavy,8193004
5,mvrlu-tree,4,1024,write_snap_long,1977790
5,mvrlu-tree,4,16384,read_heavy,10064898
5,mvrlu-tree,4,16384,read_snap_short,4914697
5,mvrlu-tree,4,16384,write_heavy,7254737
5,mvrlu-tree,4,16384,write_snap_long,46101
5,mvrlu-tree,8,1024,read_heavy,29110409
5,mvrlu-tree,8,1024,read_snap_short,15075548
5,mvrlu-tree,8,1024,write_heavy,10336688
5,mvrlu-tree,8,1024,write_snap_long,3067426
5,mvrlu-tree,8,16384,read_heavy,18313985
5,mvrlu-tree,8,16384,read_snap_short,8616507
5,mvrlu-tree,8,16384,write_heavy,10444569
5,mvrlu-tree,8,16384,write_snap_long,89292
5,mvrlu-tree,16,1024,read_heavy,50471937
5,mvrlu-tree,16,1024,read_snap_short,27795098
5,mvrlu-tree,16,1024,write_heavy,19754021
5,mvrlu-tree,16,1024,write_snap_long,4202075
5,mvrlu-tree,16,16384,read_heavy,28677499
5,mvrlu-tree,16,16384,read_snap_short,17458471
5,mvrlu-tree,16,16384,write_heavy,20032415
5,mvrlu-tree,16,16384,write_snap_long,180609
5,mvrlu-tree,24,1024,read_heavy,89200107
5,mvrlu-tree,24,1024,read_snap_short,36607537
5,mvrlu-tree,24,1024,write_heavy,22378953
5,mvrlu-tree,24,1024,write_snap_long,5883340
5,mvrlu-tree,24,16384,read_heavy,41554752
5,mvrlu-tree,24,16384,read_snap_short,26066509
5,mvrlu-tree,24,16384,write_heavy,13969906
5,mvrlu-tree,24,16384,write_snap_long,266783
5,mvrlu-tree,32,1024,read_heavy,98311563
5,mvrlu-tree,32,1024,read_snap_short,45710740
5,mvrlu-tree,32,1024,write_heavy,28472000
5,mvrlu-tree,32,1024,write_snap_long,7071244
5,mvrlu-tree,32,16384,read_heavy,66933546
5,mvrlu-tree,32,16384,read_snap_short,34025480
5,mvrlu-tree,32,16384,write_heavy,25824823
5,mvrlu-tree,32,16384,write_snap_long,334053
5,mvrlu-tree,48,1024,read_heavy,136860754
5,mvrlu-tree,48,1024,read_snap_short,56073629
5,mvrlu-tree,48,1024,write_heavy,29766755
5,mvrlu-tree,48,1024,write_snap_long,9241119
5,mvrlu-tree,48,16384,read_heavy,76058575
5,mvrlu-tree,48,16384,read_snap_short,46860336
5,mvrlu-tree,48,16384,write_heavy,33068143
5,mvrlu-tree,48,16384,write_snap_long,454575
5,mvrlu-tree,64,1024,read_heavy,97936977
5,mvrlu-tree,64,1024,read_snap_short,39129090
5,mvrlu-tree,64,1024,write_heavy,29045513
5,mvrlu-tree,64,1024,write_snap_long,10238878
5,mvrlu-tree,64,16384,read_heavy,68576742
5,mvrlu-tree,64,16384,read_snap_short,38115585
5,mvrlu-tree,64,16384,write_heavy,33005016
5,mvrlu-tree,64,16384,write_snap_long,616137
5,vcas-tree,1,1024,read_heavy,6832450
5,vcas-tree,1,1024,read_snap_short,2917555
5,vcas-tree,1,1024,write_heavy,5119579
5,vcas-tree,1,1024,write_snap_long,557207
5,vcas-tree,1,16384,read_heavy,2471011
5,vcas-tree,1,16384,read_snap_short,1156260
5,vcas-tree,1,16384,write_heavy,2048171
5,vcas-tree,1,16384,write_snap_long,10907
5,vcas-tree,2,1024,read_heavy,10791350
5,vcas-tree,2,1024,read_snap_short,4946707
5,vcas-tree,2,1024,write_heavy,5941868
5,vcas-tree,2,1024,write_snap_long,879077
5,vcas-tree,2,16384,read_heavy,4821317
5,vcas-tree,2,16384,read_snap_short,2290240
5,vcas-tree,2,16384,write_heavy,3940952
5,vcas-tree,2,16384,write_snap_long,20910
5,vcas-tree,4,1024,read_heavy,20489446
5,vcas-tree,4,1024,read_snap_short,9227923
5,vcas-tree,4,1024,write_heavy,9900566
5,vcas-tree,4,1024,write_snap_long,1594073
5,vcas-tree,4,16384,read_heavy,9559975
5,vcas-tree,4,16384,read_snap_short,4606346
5,vcas-tree,4,16384,write_heavy,7385455
5,vcas-tree,4,16384,write_snap_long,42940
5,vcas-tree,8,1024,read_heavy,35350263
5,vcas-tree,8,1024,read_snap_short,13267574
5,vcas-tree,8,1024,write_heavy,14566658
5,vcas-tree,8,1024,write_snap_long,2479358
5,vcas-tree,8,16384,read_heavy,18633486
5,vcas-tree,8,16384,read_snap_short,7946389
5,vcas-tree,8,16384,write_heavy,12169039
5,vcas-tree,8,16384,write_snap_long,83924
5,vcas-tree,16,1024,read_heavy,64832737
5,vcas-tree,16,1024,read_snap_short,24995700
5,vcas-tree,16,1024,write_heavy,26910146
5,vcas-tree,16,1024,write_snap_long,4001585
5,vcas-tree,16,16384,read_heavy,36386736
5,vcas-tree,16,16384,read_snap_short,16808774
5,vcas-tree,16,16384,write_heavy,24432839
5,vcas-tree,16,16384,write_snap_long,168161
5,vcas-tree,24,1024,read_heavy,94402203
5,vcas-tree,24,1024,read_snap_short,30008640
5,vcas-tree,24,1024,write_heavy,36963922
5,vcas-tree,24,1024,write_snap_long,5500545
5,vcas-tree,24,16384,read_heavy,54823792
5,vcas-tree,24,16384,read_snap_short,23417817
5,vcas-tree,24,16384,write_heavy,33900573
5,vcas-tree,24,16384,write_snap_long,249458
5,vcas-tree,32,1024,read_heavy,123611471
5,vcas-tree,32,1024,read_snap_short,36412739
5,vcas-tree,32,1024,write_heavy,44552214
5,vcas-tree,32,1024,write_snap_long,6618943
5,vcas-tree,32,16384,read_heavy,71098187
5,vcas-tree,32,16384,read_snap_short,31019419
5,vcas-tree,32,16384,write_heavy,42188097
5,vcas-tree,32,16384,write_snap_long,312408
5,vcas-tree,48,1024,read_heavy,168035809
5,vcas-tree,48,1024,read_snap_short,33001666
5,vcas-tree,48,1024,write_heavy,60159658
5,vcas-tree,48,1024,write_snap_long,8573425
5,vcas-tree,48,16384,read_heavy,109961411
5,vcas-tree,48,16384,read_snap_short,36389415
5,vcas-tree,48,16384,write_heavy,58222659
5,vcas-tree,48,16384,write_snap_long,435742
5,vcas-tree,64,1024,read_heavy,189932732
5,vcas-tree,64,1024,read_snap_short,31408956
5,vcas-tree,64,1024,write_heavy,52255694
5,vcas-tree,64,1024,write_snap_long,9652436
5,vcas-tree,64,16384,read_heavy,135665459
5,vcas-tree,64,16384,read_snap_short,33436154
5,vcas-tree,64,16384,write_heavy,55982841
5,vcas-tree,64,16384,write_snap_long,588914
