run,impl,threads,size,mix,mean_ops_per_sec,std_within_run
4,coarse,64,16384,read_heavy,21054,98
4,coarse,64,16384,read_snap_short,21085,151
4,coarse,64,16384,write_heavy,25436,8596
4,coarse,64,16384,write_snap_long,19066,52
4,mvrlu,1,1024,read_heavy,255177,150
4,mvrlu,1,1024,read_snap_short,256437,213
4,mvrlu,1,1024,write_heavy,261629,444
4,mvrlu,1,1024,write_snap_long,233051,52
4,mvrlu,1,16384,read_heavy,4798,115
4,mvrlu,1,16384,read_snap_short,4727,10
4,mvrlu,1,16384,write_heavy,4791,248
4,mvrlu,1,16384,write_snap_long,4410,7
4,mvrlu,2,1024,read_heavy,513781,3774
4,mvrlu,2,1024,read_snap_short,495251,377
4,mvrlu,2,1024,write_heavy,467366,3992
4,mvrlu,2,1024,write_snap_long,434388,3515
4,mvrlu,2,16384,read_heavy,9472,274
4,mvrlu,2,16384,read_snap_short,9630,30
4,mvrlu,2,16384,write_heavy,9664,187
4,mvrlu,2,16384,write_snap_long,8620,27
4,mvrlu,4,1024,read_heavy,1017582,7551
4,mvrlu,4,1024,read_snap_short,990633,1454
4,mvrlu,4,1024,write_heavy,903936,2825
4,mvrlu,4,1024,write_snap_long,852851,2036
4,mvrlu,4,16384,read_heavy,19697,465
4,mvrlu,4,16384,read_snap_short,19862,319
4,mvrlu,4,16384,write_heavy,19048,19
4,mvrlu,4,16384,write_snap_long,17585,20
4,mvrlu,8,1024,read_heavy,2013526,6582
4,mvrlu,8,1024,read_snap_short,1901309,8163
4,mvrlu,8,1024,write_heavy,1589284,7357
4,mvrlu,8,1024,write_snap_long,1560406,11020
4,mvrlu,8,16384,read_heavy,38946,265
4,mvrlu,8,16384,read_snap_short,38200,110
4,mvrlu,8,16384,write_heavy,36538,138
4,mvrlu,8,16384,write_snap_long,33120,61
4,mvrlu,16,1024,read_heavy,3913915,44898
4,mvrlu,16,1024,read_snap_short,3642467,26519
4,mvrlu,16,1024,write_heavy,2812859,33338
4,mvrlu,16,1024,write_snap_long,2886496,22587
4,mvrlu,16,16384,read_heavy,78397,536
4,mvrlu,16,16384,read_snap_short,75214,243
4,mvrlu,16,16384,write_heavy,73225,170
4,mvrlu,16,16384,write_snap_long,63852,71
4,mvrlu,24,1024,read_heavy,5770819,26986
4,mvrlu,24,1024,read_snap_short,5284159,65600
4,mvrlu,24,1024,write_heavy,3862519,45172
4,mvrlu,24,1024,write_snap_long,4036060,53508
4,mvrlu,24,16384,read_heavy,115590,465
4,mvrlu,24,16384,read_snap_short,111918,1110
4,mvrlu,24,16384,write_heavy,107592,330
4,mvrlu,24,16384,write_snap_long,93608,406
4,mvrlu,32,1024,read_heavy,7684799,35532
4,mvrlu,32,1024,read_snap_short,6904260,30134
4,mvrlu,32,1024,write_heavy,5142508,59057
4,mvrlu,32,1024,write_snap_long,5185504,34782
4,mvrlu,32,16384,read_heavy,155178,328
4,mvrlu,32,16384,read_snap_short,149088,82
4,mvrlu,32,16384,write_heavy,144494,611
4,mvrlu,32,16384,write_snap_long,124694,315
4,mvrlu,48,1024,read_heavy,10594425,12569
4,mvrlu,48,1024,read_snap_short,10108892,145489
4,mvrlu,48,1024,write_heavy,7271135,139900
4,mvrlu,48,1024,write_snap_long,7498328,67285
4,mvrlu,48,16384,read_heavy,234861,1901
4,mvrlu,48,16384,read_snap_short,224884,808
4,mvrlu,48,16384,write_heavy,216605,480
4,mvrlu,48,16384,write_snap_long,190224,518
4,mvrlu,64,1024,read_heavy,13261601,786246
4,mvrlu,64,1024,read_snap_short,11687684,161973
4,mvrlu,64,1024,write_heavy,7563595,151098
4,mvrlu,64,1024,write_snap_long,8064662,214024
4,mvrlu,64,16384,read_heavy,310342,9076
4,mvrlu,64,16384,read_snap_short,285931,5061
4,mvrlu,64,16384,write_heavy,274549,5016
4,mvrlu,64,16384,write_snap_long,239237,1944
4,vcas,1,1024,read_heavy,257351,255
4,vcas,1,1024,read_snap_short,247687,207
4,vcas,1,1024,write_heavy,231591,67
4,vcas,2,1024,read_heavy,509970,1949
4,vcas,2,1024,read_snap_short,476958,1837
4,vcas,2,1024,write_heavy,421541,1050
4,vcas,4,1024,read_heavy,1008271,5978
4,vcas,4,1024,read_snap_short,954897,1723
4,vcas,4,1024,write_heavy,819091,2639
4,vcas,8,1024,read_heavy,1955190,39069
4,vcas,8,1024,read_snap_short,1838371,12345
4,vcas,8,1024,write_heavy,1463553,5688
4,vcas,16,1024,read_heavy,3879480,7851
4,vcas,16,1024,read_snap_short,3554743,30613
4,vcas,16,1024,write_heavy,2712451,49716
4,vcas,24,1024,read_heavy,5674828,75432
4,vcas,24,1024,read_snap_short,5173775,52960
4,vcas,24,1024,write_heavy,3758898,4941
4,vcas,32,1024,read_heavy,7465966,30683
4,vcas,32,1024,write_heavy,4989381,86229
4,vcas,48,1024,read_heavy,10916553,38506
4,vcas,48,1024,write_heavy,7219058,27052
4,vcas,64,1024,read_heavy,12934448,277982
4,vcas,64,1024,write_heavy,7553487,85382
5,coarse,1,1024,read_heavy,987960,12659
5,coarse,1,1024,read_snap_short,982015,3357
5,coarse,1,1024,write_heavy,987847,1307
5,coarse,1,1024,write_snap_long,878371,3022
5,coarse,1,16384,read_heavy,28080,29
5,coarse,1,16384,read_snap_short,27915,5
5,coarse,1,16384,write_heavy,27937,14
5,coarse,1,16384,write_snap_long,25414,19
5,coarse,2,1024,read_heavy,408357,6672
5,coarse,2,1024,read_snap_short,412673,1901
5,coarse,2,1024,write_heavy,484103,3333
5,coarse,2,1024,write_snap_long,421780,4311
5,coarse,2,16384,read_heavy,25862,50
5,coarse,2,16384,read_snap_short,25709,93
5,coarse,2,16384,write_heavy,25591,23
5,coarse,2,16384,write_snap_long,23547,42
5,coarse,4,1024,read_heavy,422637,4768
5,coarse,4,1024,read_snap_short,442082,4777
5,coarse,4,1024,write_heavy,492431,738
5,coarse,4,1024,write_snap_long,432523,1276
5,coarse,4,16384,read_heavy,26104,31
5,coarse,4,16384,read_snap_short,26047,24
5,coarse,4,16384,write_heavy,25831,17
5,coarse,4,16384,write_snap_long,23743,25
5,coarse,8,1024,read_heavy,410644,3019
5,coarse,8,1024,read_snap_short,426633,2678
5,coarse,8,1024,write_heavy,487519,6251
5,coarse,8,1024,write_snap_long,422645,4538
5,coarse,8,16384,read_heavy,25871,79
5,coarse,8,16384,read_snap_short,25628,49
5,coarse,8,16384,write_heavy,25340,89
5,coarse,8,16384,write_snap_long,23265,48
5,coarse,16,1024,read_heavy,408594,4395
5,coarse,16,1024,read_snap_short,420603,3330
5,coarse,16,1024,write_heavy,477608,6324
5,coarse,16,1024,write_snap_long,418352,2887
5,coarse,16,16384,read_heavy,23358,354
5,coarse,16,16384,read_snap_short,23063,170
5,coarse,16,16384,write_heavy,22396,142
5,coarse,16,16384,write_snap_long,20666,706
5,coarse,24,1024,read_heavy,404793,3049
5,coarse,24,1024,read_snap_short,408435,1564
5,coarse,24,1024,write_heavy,454407,6683
5,coarse,24,1024,write_snap_long,408108,3044
5,coarse,24,16384,read_heavy,31758,16923
5,coarse,24,16384,read_snap_short,21780,251
5,coarse,24,16384,write_heavy,21310,375
5,coarse,24,16384,write_snap_long,19408,154
5,coarse,32,1024,read_heavy,300501,3470
5,coarse,32,1024,read_snap_short,390975,3659
5,coarse,32,1024,write_heavy,402496,2079
5,coarse,32,1024,write_snap_long,392238,2919
5,coarse,32,16384,read_heavy,22418,71
5,coarse,32,16384,read_snap_short,22165,121
5,coarse,32,16384,write_heavy,21861,402
5,coarse,32,16384,write_snap_long,25301,9062
5,coarse,48,1024,read_heavy,216913,46200
5,coarse,48,1024,read_snap_short,404372,4151
5,coarse,48,1024,write_heavy,372398,1428
5,coarse,48,1024,write_snap_long,392124,5953
5,coarse,48,16384,read_heavy,21789,145
5,coarse,48,16384,read_snap_short,21751,178
5,coarse,48,16384,write_heavy,21249,171
5,coarse,48,16384,write_snap_long,19721,60
5,coarse,64,1024,read_heavy,324020,544
5,coarse,64,1024,read_snap_short,393584,2673
5,coarse,64,1024,write_heavy,388133,3970
5,coarse,64,1024,write_snap_long,384406,2846
5,coarse,64,16384,read_heavy,21674,152
5,coarse,64,16384,read_snap_short,21746,324
5,coarse,64,16384,write_heavy,21302,132
5,coarse,64,16384,write_snap_long,19702,190
5,mvrlu,1,1024,read_heavy,256666,92
5,mvrlu,1,1024,read_snap_short,256345,89
5,mvrlu,1,1024,write_heavy,260551,431
5,mvrlu,1,1024,write_snap_long,233165,99
5,mvrlu,1,16384,read_heavy,4869,131
5,mvrlu,1,16384,read_snap_short,4767,14
5,mvrlu,1,16384,write_heavy,4755,6
5,mvrlu,1,16384,write_snap_long,4103,55
5,mvrlu,2,1024,read_heavy,516639,1624
5,mvrlu,2,1024,read_snap_short,493331,2242
5,mvrlu,2,1024,write_heavy,468114,3162
5,mvrlu,2,1024,write_snap_long,434199,429
5,mvrlu,2,16384,read_heavy,9548,36
5,mvrlu,2,16384,read_snap_short,9468,88
5,mvrlu,2,16384,write_heavy,9264,19
5,mvrlu,2,16384,write_snap_long,8044,12
5,mvrlu,4,1024,read_heavy,1027618,1145
5,mvrlu,4,1024,read_snap_short,987275,1195
5,mvrlu,4,1024,write_heavy,906673,2833
5,mvrlu,4,1024,write_snap_long,857161,1340
5,mvrlu,4,16384,read_heavy,19589,450
5,mvrlu,4,16384,read_snap_short,19033,77
5,mvrlu,4,16384,write_heavy,18398,58
5,mvrlu,4,16384,write_snap_long,16204,16
5,mvrlu,8,1024,read_heavy,2005019,22046
5,mvrlu,8,1024,read_snap_short,1893735,6195
5,mvrlu,8,1024,write_heavy,1602065,12173
5,mvrlu,8,1024,write_snap_long,1560716,4508
5,mvrlu,8,16384,read_heavy,39769,38
5,mvrlu,8,16384,read_snap_short,38739,31
5,mvrlu,8,16384,write_heavy,37458,389
5,mvrlu,8,16384,write_snap_long,32990,216
5,mvrlu,16,1024,read_heavy,3939061,10856
5,mvrlu,16,1024,read_snap_short,3645750,17536
5,mvrlu,16,1024,write_heavy,2909558,11016
5,mvrlu,16,1024,write_snap_long,2849908,18417
5,mvrlu,16,16384,read_heavy,78447,187
5,mvrlu,16,16384,read_snap_short,75635,194
5,mvrlu,16,16384,write_heavy,72957,67
5,mvrlu,16,16384,write_snap_long,64015,27
5,mvrlu,24,1024,read_heavy,5776907,15457
5,mvrlu,24,1024,read_snap_short,5221444,29774
5,mvrlu,24,1024,write_heavy,3957874,68843
5,mvrlu,24,1024,write_snap_long,3979631,62170
5,mvrlu,24,16384,read_heavy,116835,2009
5,mvrlu,24,16384,read_snap_short,110356,329
5,mvrlu,24,16384,write_heavy,107342,675
5,mvrlu,24,16384,write_snap_long,93161,73
5,mvrlu,32,1024,read_heavy,7362347,63124
5,mvrlu,32,1024,read_snap_short,6913337,50002
5,mvrlu,32,1024,write_heavy,4922912,81619
5,mvrlu,32,1024,write_snap_long,5180058,106067
5,mvrlu,32,16384,read_heavy,155001,500
5,mvrlu,32,16384,read_snap_short,148137,546
5,mvrlu,32,16384,write_heavy,143305,649
5,mvrlu,32,16384,write_snap_long,124102,338
5,mvrlu,48,1024,read_heavy,9846833,88661
5,mvrlu,48,1024,read_snap_short,10270570,74502
5,mvrlu,48,1024,write_heavy,7054631,216545
5,mvrlu,48,1024,write_snap_long,7601051,138710
5,mvrlu,48,16384,read_heavy,231920,752
5,mvrlu,48,16384,read_snap_short,222898,1108
5,mvrlu,48,16384,write_heavy,216238,385
5,mvrlu,48,16384,write_snap_long,188824,303
5,mvrlu,64,1024,read_heavy,12414826,229924
5,mvrlu,64,1024,read_snap_short,12099130,176927
5,mvrlu,64,1024,write_heavy,7589429,250566
5,mvrlu,64,1024,write_snap_long,7962862,68739
5,mvrlu,64,16384,read_heavy,300051,1611
5,mvrlu,64,16384,read_snap_short,286570,2676
5,mvrlu,64,16384,write_heavy,284402,1711
5,mvrlu,64,16384,write_snap_long,243789,3424
5,vcas,1,1024,read_heavy,256992,73
5,vcas,1,1024,read_snap_short,247764,313
5,vcas,1,1024,write_heavy,231627,102
5,vcas,2,1024,read_heavy,509419,2377
5,vcas,2,1024,read_snap_short,476930,1228
5,vcas,2,1024,write_heavy,420350,747
5,vcas,4,1024,read_heavy,1007633,4482
5,vcas,4,1024,read_snap_short,948318,3244
5,vcas,4,1024,write_heavy,818145,676
5,vcas,8,1024,read_heavy,1945275,34435
5,vcas,8,1024,read_snap_short,1830557,9097
5,vcas,8,1024,write_heavy,1472414,9729
5,vcas,16,1024,read_heavy,3865492,10493
5,vcas,16,1024,read_snap_short,3547571,17499
5,vcas,16,1024,write_heavy,2664052,39824
5,vcas,24,1024,read_heavy,5676896,13561
5,vcas,24,1024,read_snap_short,5117181,36487
5,vcas,24,1024,write_heavy,3777187,45977
5,vcas,32,1024,read_heavy,7439594,11028
5,vcas,32,1024,write_heavy,4972840,66590
5,vcas,48,1024,read_heavy,10295198,39261
5,vcas,48,1024,write_heavy,7042275,130662
5,vcas,64,1024,read_heavy,12945865,253562
5,vcas,64,1024,write_heavy,7463404,50797
